,speaker,time,text,debate
226,Donald Trump,00:05:15,"Wait a minute, Joe. Let me shut you down for a second, Joe, just for one second. He wants to shut down the country. We just went through it. We had to, because we didn’t know anything about the disease. Now we’ve found that elderly people with heart problems and diabetes and different problems are very, very vulnerable. We learned a lot. Young children aren’t, even younger people aren’t. We’ve learned a lot, but he wants to shut it down. More people will be hurt by continuing. If you look at Pennsylvania, if you look at certain states that have been shut down, they have Democrat governors, all, one of the reasons they shut down is because they want to keep it shut down until after the election on November 3rd.",1
227,Moderator,00:05:54,All right. I want to move onto another-,1
228,Donald Trump,00:05:55,Because it’s a political thing.,1
229,Moderator,00:05:55,I want to move onto another subject.,1
230,Joe Biden,00:05:55,I got to respond to that.,1
231,Moderator,00:05:55,I want to move-,1
232,Donald Trump,00:05:57,But those states-,1
233,Moderator,00:05:58,"Gentlemen, I want to move onto another subject.",1
234,Donald Trump,00:06:00,Those states are not doing well that are shut down right now.,1
235,Joe Biden,00:06:02,I got to respond to that.,1
236,Donald Trump,00:06:04,He wants to shut down the whole country.,1
237,Moderator,00:06:04,"President Trump, you have begun to increasingly question the effectiveness of masks as a disease preventer. And in fact, recently you have cited the issue of waiters touching their masks and touching plates. Are you questioning the efficacy of masks?",1
238,Donald Trump,00:06:20,"No, I think masks are okay. You have to understand, if you look… I mean, I have a mask right here. I put a mask on when I think I need it. Tonight, as an example, everybody’s had a test and you’ve had social distancing and all of the things that you have to, but I wear masks-",1
239,Joe Biden,00:06:33,Just like your rally.,1
240,Donald Trump,00:06:33,"… when needed. When needed, I wear masks.",1
241,Moderator,00:06:35,Okay. Let me ask-,1
242,Donald Trump,00:06:36,"I don’t wear a mask like him. Every time you see him, he’s got a mask. He could be speaking 200 feet away from him and he shows up with the biggest mask I’ve ever seen. I will say this-",1
243,Moderator,00:06:45,"Vice President Biden, go ahead, sir.",1
244,Joe Biden,00:06:48,"Look, the way to open businesses is give them the wherewithal to be able open. We provided money, the-",1
245,Moderator,00:06:55,"But I was asking you, sir, about masks.",1
246,Joe Biden,00:06:56,"Well, masks make a big difference. His own head of the CDC said if we just wore masks between now, if everybody wore a mask and social distanced between now and January, we’d probably save up to 100,000 lives. It matters. It matters.",1
247,Donald Trump,00:07:10,And they’ve also said the opposite. They’ve also said-,1
248,Joe Biden,00:07:12,No serious person has said the opposite. No serious person.,1
249,Moderator,00:07:14,Okay. I want to ask you-,1
250,Donald Trump,00:07:17,Dr. Fauci. Dr. Fauci said the opposite.,1
251,Joe Biden,00:07:18,He did not say the opposite.,1
252,Moderator,00:07:19,"I want to ask you, we’ve got a little than a minute left in this segment.",1
253,Donald Trump,00:07:22,"He said very strongly, “Masks are not good.” Then he changed his mind. He said, “Masks are good.”",1
254,Moderator,00:07:25,I want to ask-,1
255,Donald Trump,00:07:25,I’m okay with masks. I’m not fighting masks.,1
256,Moderator,00:07:27,"I want to ask you both about one last subject because your different approaches has even affected the way that you have campaigned. President Trump, you’re holding large rallies with crowds packed together, thousands of people.",1
257,Donald Trump,00:07:38,Outside.,1
258,Moderator,00:07:39,"Outside. Yes, sir. Agreed. Vice President Biden, you are holding much smaller events with-",1
259,Donald Trump,00:07:46,Because nobody will show up.,1
260,Moderator,00:07:47,… people with masks.,1
261,Donald Trump,00:07:47,"Well, it’s true. Nobody shows up to his rallies.",1
262,Moderator,00:07:50,"All right. In any case, why you holding the big rallies? Why you not? You go first, sir.",1
263,Donald Trump,00:07:56,Because people want to hear what I have to say. I mean-,1
264,Moderator,00:07:59,But are not worried about us spreading disease?,1
265,Donald Trump,00:08:01,"… I’m doing my job as a president, and I’ll have 25, 35,000 people show up at airports. We use airports and hangers and we have a lot of people-",1
266,Moderator,00:08:06,"Are you not worried about the disease issues, sir?",1
267,Donald Trump,00:08:08,"Well, so far we have had no problem whatsoever. It’s outside. That’s a big difference according to the experts. We do them outside, we have tremendous crowds, as you see, and literally on 24 hours notice. And Joe does the circles and has three people someplace.",1
268,Joe Biden,00:08:26,"By the way, did you see one of the last big rallies he had? A reporter came up to him to ask him a question, he said, “No, no, no. Stand back, put on your mask, put on a mask. Have you been tested? I’m way far away from those other people.” That’s what he said, “I’m going to be okay.” He’s not worried about you. He’s not worried about the people out there [crosstalk 00:08:48].",1
269,Donald Trump,00:08:48,We’ve had no negative effect.,1
270,Joe Biden,00:08:49,No negative effect. Come on.,1
271,Donald Trump,00:08:51,"We’ve had no negative effect, and we’ve had 35, 40,000 people at these rallies.",1
272,Moderator,00:08:55,All right. Do you want to just quickly finish up? Because I want to move on to our next-,1
273,Joe Biden,00:08:57,"Yes, I would. He’s been totally irresponsible the way in which he has handled the social distancing and people wearing masks, basically encouraged them not to. He’s a fool on this.",1
274,Donald Trump,00:09:08,"If you could get the crowds, you would have done the same thing. But you can’t. Nobody cares.",1
275,Moderator,00:09:12,"Gentlemen, can we move on to the-",1
276,Donald Trump,00:09:13,No cares.,1
277,Moderator,00:09:13,"Gentlemen, can we move on to the economy?",1
278,Donald Trump,00:09:15,Yes.,1
279,Moderator,00:09:15,"The economy is, I think it’s fair to say, recovering faster than expected from the shutdown-",1
280,Donald Trump,00:09:22,Much faster.,1
281,Moderator,00:09:22,"… in the second quarter. The unemployment rate fell to 8.4% last month. The Federal Reserve says the hit to growth, which is going to be there, is not going to be nearly as big as they had expected. President Trump, you say we are in a V-shaped recovery. Vice President Biden, you say it’s more of a K-shape. What difference does that mean to the American people in terms of the economy? President Trump, in this segment you go first.",1
282,Donald Trump,00:09:52,"So we built the greatest economy in history. We closed it down because of the China plague. When the plague came in, we closed it down, which was very hard psychologically to do. He didn’t think we should close it down and he was wrong. Again, two million people would be dead now instead of… Still, 204,000 people is too much. One person is too much. Should have never happened from China. But what happened is we closed it down and now we’re reopening and we’re doing record business. We had 10.4 million people in a four month period that we’ve put back into the workforce. That’s a record the likes of which nobody’s ever seen before. And he wants to close down the… He will shut it down again. He will destroy this country.",1
283,Donald Trump,00:10:31,"A lot of people, between drugs and alcohol and depression, when you start shutting it down, you take a look at what’s happening at some of your Democrat-run states where they have these tough shutdowns. And I’m telling you it’s because they don’t want to open it. One of them came out last week, you saw that, “Oh, we’re going to open up on November 9th.” Why November 9th? Because it’s after the election. They think they’re hurting us by keeping them closed. They’re hurting people. People know what to do. They can social distance. They can wash their hands, they can wear masks. They can do whatever they want, but they got to open these states up.",1
